PAPH,Port Heiden,56.96,-158.62,Port,AK,99549,0.999975643637
PAPO,Point Hope Automatic Weather Observing / Reporting,68.35,-166.81,Point Hope,AK,99766,1.21754816928
PAPR,Prospect Creek Airport,66.817,-150.65,Bettles,AK,99726,24.2232146473
PAPT,Puntilla,62.1,-152.75,Skwentna,AK,99667,42.3732031032
PAQT,Nuiqsut Airport,70.21,-151.01,Nuiqsut,AK,99789,0.543777339338
PARC,Arctic Village,68.12,-145.57,Arctic,AK,99722,1.09687970446
PARD,Red Dog Airport,68.08,-162.83,Noatak,AK,99761,35.298862268
PARL,Central Airport,65.57,-144.77,Central,AK,99730,1.94336608527
PASA,Savoonga Airport,63.69,-170.5,Savoonga,AK,99769,2.80940596017
PASC,Deadhorse Airport,70.2,-148.47,Nuiqsut,AK,99789,59.8360295679
PASD,Sand Point,55.32,-160.52,Sand,AK,99661,1.37697800833
PASH,Shishmaref Automatic Wx Obs,66.27,-166.05,Shishmaref,AK,99772,8.87304340476
PASI,Sitka,57.07,-135.35,Sitka,AK,99835,1.09656953628
PASK,Selawik,66.62,-160.0,Selawik,AK,99770,1.59593099589
PASL,Sleetmute,61.72,-157.15,Sleetmute,AK,99668,2.49288530195
PASM,St. Marys Airport,62.07,-163.3,Saint,AK,99658,3.75466283045
PASN,St. Paul Is.,57.15,-170.22,Saint,AK,99660,2.35514973545
PASO,Seldova Airport,59.44,-151.7,Seldovia,AK,99663,1.3082792104
PASP,Sheep Mountain Airport,61.82,-147.5,Sutton,AK,99674,39.3625460431
PASV,Sparrevohn,61.1,-155.567,Sleetmute,AK,99668,66.1559232038
PASW,Skwentna,61.97,-151.18,Skwentna,AK,99667,11.9726469596
PASX,Soldotna,60.48,-151.03,Soldotna,AK,99669,0.727875099283
PASY,Shemya AFB,52.72,174.12,Adak,AK,99546,394.542683972
PATA,"Tanana, Calhoun Memorial Airport",65.17,-152.1,Tanana,AK,99777,0.524465160071
PATC,Tin City Airways Facilities Sector,65.57,-167.92,Wales,AK,99783,5.64147069007
PATG,Togiak Airport,59.05,-160.41,Togiak,AK,99678,4.88901426516
PATK,Talkeetna,62.3,-150.1,Talkeetna,AK,99676,7.2138114978
PATO,Portage Glacier,60.783,-148.833,Whittier,AK,99693,13.9748492872
PATW,Cantwell,63.41,-148.95,Denali National,AK,99755,17.4650860992
PAUN,Unalakleet,63.89,-160.81,Unalakleet,AK,99684,1.53213741373
PAUO,Willow Airport,61.76,-150.06,Willow,AK,99688,2.60730030167
PAVD,Valdez 2,61.13,-146.25,Valdez,AK,99686,0.493402355975
PAVL,Kivalina Airport,67.73,-164.55,Kivalina,AK,99750,0.260872918223
PAVW,Valdez Weather Station Office,61.13,-146.35,Valdez,AK,99686,3.81504579106
PAWD,Seward Airport,60.12,-149.45,Seward,AK,99664,2.53536216167
PAWG,Wrangell,56.48,-132.37,Wrangell,AK,99929,5.01929729277
PAWI,Wainwright Airport,70.62,-159.86,Wainwright,AK,99782,4.04321117848
PAWN,Noatak,67.57,-162.98,Noatak,AK,99761,0.191077474247
PAWR,Whittier,60.77,-148.69,Whittier,AK,99693,10.3243453567
PAWS,Wasilla Airport,61.58,-149.45,Wasilla,AK,99654,1.25648724062
PAXK,Paxson,63.033,-145.5,Slana,AK,99586,40.6208301142
PAYA,Yakutat,59.52,-139.67,Yakutat,AK,99689,1.92082639167
PAZK,Eureka,61.93,-147.17,,AK,995HH,51.1172916869
PFYU,Fort Yukon,66.57,-145.27,Fort,AK,99740,0.409741870523
PPIZ,Point Lay LRRS,69.73,-163.02,Point Lay,AK,99759,0.808882392848
PAIG,Igiugig Airport,59.324,-155.902,Levelock,AK,99625,36.3963070567
PAMB,Manokotak Airport,58.9902,-159.05,Manokotak,AK,99628,0.66260768397
PAPN,Pilot Point Airport,57.5804,-157.572,Pilot,AK,99649,8.12455472093
PAPM,Platinum Airport,59.0114,-161.82,Platinum,AK,99651,0.35378952404
PAGN,Angoon Seaplane Base,57.5036,-134.585,Angoon,AK,99820,1.19979160149
PAFS,Nikolai Airport,63.0186,-154.358,Nikolai,AK,99691,2.34977531747
PATQ,Atqasuk Edward Burnell Sr. Memorial Airport,70.4673,-157.436,Atqasuk,AK,99791,0.827325778983
PALP,Alpine Airstrip,70.3443,-150.945,Nuiqsut,AK,99789,9.12452902368
PAMK,St Michael Airport,63.4901,-162.11,Saint,AK,99659,2.37493481177
PAMO,Mountain Village Airport,62.0954,-163.682,Mountain,AK,99632,1.4049175831
PACM,Scammon Bay Airport,61.8453,-165.571,Scammon,AK,99662,4.37073218114
PAHC,Holy Cross Airport,62.1883,-159.775,Holy,AK,99602,0.675436136278
PARS,Russian Mission Airport,61.7749,-161.319,Russian,AK,99657,1.65653069104
PARY,Ruby Airport,64.7272,-155.47,Ruby,AK,99768,0.871597601708
PATL,Tatalina LRRS Airport,62.8944,-155.977,Takotna,AK,99675,6.52891575762
PALG,Kalskag Airport,61.5363,-160.341,Kalskag,AK,99607,1.29689608191
PAOO,Toksook Bay Airport,60.5414,-165.087,Toksook Bay,AK,99637,0.853391783495
PADM,Marshall Don Hunter Sr Airport,61.8643,-162.026,Marshall,AK,99585,2.13893849576
PAVC,King Cove Airport,55.1163,-162.266,King,AK,99612,4.06874943078
PAOU,Nelson Lagoon Airport,56.0075,-161.16,Sand,AK,99661,54.7392211908
K3A1,Folsom Field Airport,34.269,-86.858,Vinemont,AL,35179,3.73815497788
K4A9,Isbell Field Airport,34.467,-85.717,Fort Payne,AL,35967,2.61691537638
K79J,Andalusia-Opp Municipal Airport,31.317,-86.4,Andalusia,AL,36420,5.7663545911
KALX,Alexander City/T.C. Russell Field,32.915,-85.963,Alexander City,AL,35010,2.25264952159
KANB,Anniston Metropolitan Airport,33.59,-85.85,Oxford,AL,36203,0.82732643297
KAUO,Auburn-Opelika Airport,32.62,-85.44,Auburn University,AL,36849,2.92874882725
KBFM,Mobile Downtown Airport,30.64,-88.07,Mobile,AL,36605,0.731048217222
KBHM,Birmingham International Airport,33.56,-86.75,Birmingham,AL,35212,1.2447848427
KCKL,Centreville,32.9,-87.25,Brent,AL,35034,2.29130371216
KDCU,"Decatur, Pryor Field",34.66,-86.94,Tanner,AL,35671,1.101716402
KDHN,Dothan Airport,31.32,-85.45,Midland City,AL,36350,2.19536403971
KEET,"Calera, Shelby County Airport",33.18,-86.78,Alabaster,AL,35007,3.98399133905
KGAD,Gadsden Municipal Automatic Weather Observing,33.97,-86.09,Rainbow City,AL,35906,2.42813077164
KGZH,"Evergreen, Middleton Field",31.42,-87.04,Evergreen,AL,36401,5.36548019028
KHSV,Huntsville International / Jones Field,34.66,-86.77,Huntsville,AL,35824,1.7597656319
KHUA,Redstone Army Airfield,34.683,-86.683,,AL,357XX,3.70671788695
KM82,"Huntsville, Madison County Executive Airport",34.85,-86.55,Meridianville,AL,35759,1.11883468568
KMDQ,Huntsville-Madison Co Exec Airport,34.86,-86.56,Meridianville,AL,35759,0.236681114735
KMGM,"Montgomery, Dannelly Field",32.3,-86.4,Montgomery,AL,36108,4.34246022266
KMOB,Mobile Regional Airport,30.68,-88.25,Mobile,AL,36695,2.45381957147
KMSL,"Muscle Shoals, North West Alabama Regional Airport",34.75,-87.61,Muscle Shoals,AL,35661,1.18700862903
KMXF,Maxwell Air Force Base / Montgomery,32.383,-86.367,Montgomery,AL,36113,2.08922252669
KOZR,Cairns Army Air Field / Ozark,31.283,-85.717,Daleville,AL,36322,0.263849398786
KTCL,Tuscaloosa Regional Airport,33.23,-87.62,Northport,AL,35476,1.84503711278
KTOI,Troy Municipal Airport,31.86,-86.01,Troy,AL,36081,5.12127207305
KHEY,Hanchey Army Heliport (Fort Rucker),31.346,-86.654,Red Level,AL,36474,5.38554776235
KPRN,Mac Crenshaw Memorial Airport,31.8457,-86.6107,Greenville,AL,36037,3.12174019323
K1M4,Posey Field Airport,34.28,-87.6,Haleyville,AL,35565,3.83032884378
KJKA,Jack Edwards Airport,30.2896,-87.6718,Gulf Shores,AL,36542,3.83983020076
K8A0,Albertville Regional Airport-Thomas J Brumlik Fiel,34.2291,-86.2558,Albertville,AL,35950,2.75432940278
KARG,Walnut Ridge Automatic Weather Observing / Report,36.1255,-90.9216,College City,AR,72476,4.16874565656
KASG,Springdale Municipal,36.19,-94.12,Bethel Heights,AR,72764,0.84152810214
KAWM,West Memphis,35.135,-90.234,West Memphis,AR,72301,3.41757544147
KBPK,"Mountain Home, Ozark Regional Airport",36.37,-92.47,Midway,AR,72651,1.46872377838
KBVX,Batesville Automatic Weather Observing / Reporting,35.73,-91.65,Desha,AR,72527,2.21139019108
KBYH,Eaker Air Force Base,35.967,-89.95,Blytheville A F,AR,72315,3.36119633859
KDEQ,"De Queen, Helms Sevier County Airport",34.05,-94.4,De Queen,AR,71832,3.75479426007
KELD,"El Dorado, So. Arkansas Regional at Goodwin Field",33.23,-92.8,El Dorado,AR,71730,8.75723991978
KFLP,Flippin Automatic Weather Observing/Reporting Sys,36.29,-92.59,Flippin,AR,72634,2.00513889413
KFSM,Fort Smith Regional Airport,35.34,-94.37,Fort Smith,AR,72903,1.1783597228
KFYV,"Fayetteville, Drake Field",36.01,-94.17,Fayetteville,AR,72701,2.92086379038
KHKA,Blytheville Municipal Airport,35.94,-89.83,Blytheville A F,AR,72315,4.99906525272
KHOT,"Hot Springs, Memorial Field Airport",34.48,-93.1,Lake Hamilton,AR,71913,0.942667865573
KHRO,"Harrison, Boone County Airport",36.28,-93.15,Harrison,AR,72601,4.33106085575
KJBR,Jonesboro Municipal Airport,35.83,-90.65,State University,AR,72467,1.70555453232
KLIT,"Little Rock, Adams Field",34.73,-92.23,College Station,AR,72053,1.50578184593
KLLQ,Monticello Municipal Airport,33.64,-91.75,Monticello,AR,71655,1.51133370481
KLRF,Little Rock Air Force Base,34.917,-92.15,Little Rock Air Force Base,AR,72099,1.9469953086
KMEZ,Mena Intermountain Municipal Airport,34.55,-93.583,Mount Ida,AR,71957,1.47043759531
KMWT,Mount Ida,34.547,-93.578,Mount Ida,AR,71957,1.70740071422
KPBF,"Pine Bluff, Grider Field Airport",34.18,-91.93,North Cedar,AR,71601,4.14812506283
KROG,Rogers Automatic Weather Observing / Reporting Sys,36.38,-94.11,Avoca,AR,72711,2.62111533438
KRUE,Russellville Municipal Airport,35.26,-93.09,Russellville,AR,72801,2.93194240326
KSGT,Stuttgart Automatic Weather Observing / Reporting,34.61,-91.57,Ulm,AR,72170,6.60689596485
KSLG,Siloam Springs Automatic Weather Observing/Report,36.19,-94.49,Siloam Springs,AR,72761,0.969652061568
KM19,Newport Municipal Airport,35.6,-91.2,Newport,AR,72112,2.8079579458
KTXK,Texarkana Regional-Webb Field,33.46,-94.0,Texarkana,AR,71854,2.21246670253
KVBT,Bentonville Automatic Weather Observing/Reporting,36.35,-94.22,Bentonville,AR,72712,1.13071303223
KXNA,"Fayetteville/Springdale, NW Arkansas Regl Airport",36.282,-94.307,Cave Springs,AR,72718,4.50985558953
KM89,Dexter B Florence Memorial Field Airport,34.1,-93.07,Arkadelphia,AR,71923,1.15068500586
KCCA,Clinton Municipal Airport,35.598,-92.352,Shirley,AR,72153,2.08933247587
KCDH,Harrell Field Airport,33.623,-92.763,East Camden,AR,71701,4.25800561812
NSTU,Pago Pago,-14.333,-170.717,Ocean View,HI,96737,2524.17104366
TNCA,Queen Beatrix Airport,12.5,-70.017,,PR,006XX,412.237162635
K40G,"Grand Canyon, Valle Airport",35.65,-112.15,Grand Canyon,AZ,86023,15.4224211628
KCGZ,Casa Grande (awos),32.96,-111.77,Eleven Mile Corn,AZ,85222,6.00927565767
KCHD,Chandler Municipal Airport,33.27,-111.81,Chandler,AZ,85249,2.33109645836
KDMA,Davis-Monthan AFB,32.18,-110.88,Tucson,AZ,85708,1.35571755752
KDUG,Douglas Bisbee Intl Airport,31.45,-109.6,Douglas,AZ,85607,5.49017128848
KDVT,Deer Valley/Phoenix,33.69,-112.08,New River Stage,AZ,85027,2.06134638182
KFFZ,Mesa/Falcon Field,33.46,-111.73,,AZ,852HH,2.379691262
KFHU,Fort Huachuca/Libby,31.58,-110.33,Fort Huachuca,AZ,85613,3.19522315756
KFLG,Flagstaff (amos),35.14,-111.67,Flagstaff,AZ,86001,10.1089675127
KGBN,Gila Bend (aaf),32.89,-112.72,Gila Bend,AZ,85337,7.11082279613
KGCN,Grand Canyon Park,35.96,-112.15,Grand Canyon,AZ,86023,8.25865552058
KGEU,Glendale,33.53,-112.3,Luke Afb,AZ,85307,0.352790286355
KGYR,Goodyear Municipal,33.42,-112.39,Goodyear,AZ,85338,0.811566457649
KIFP,Bull Head City,35.11,-114.5,,AZ,864HH,4.94669502296
KIGM,Kingman (amos),35.28,-113.95,Kingman,AZ,86401,1.43922457302
KINW,Winslow (aut),35.03,-110.73,Joseph City,AZ,86032,17.9443097937
KIWA,Williams AFB/Chandl,33.3,-111.67,Higley,AZ,85236,2.25023847084
KLUF,Luke AFB/Phoenix,33.59,-112.37,Surprise,AZ,85379,2.59873142049
KNYL,Yuma Mcas,32.39,-114.37,Yuma,AZ,85367,18.4276285354
KOLS,Nogales Intl Airport,31.42,-110.85,Nogales,AZ,85621,5.38279237631
KPGA,Page Muni (amos),36.94,-111.45,Greenehaven,AZ,86040,14.8074668176
KPHX,Phoenix/Sky Harbor,33.44,-112.02,Phoenix,AZ,85034,0.491711688035
KPRC,Prescott/Love Fld,34.65,-112.42,Prescott,AZ,86301,4.4595383126
KRQE,Window Rock (was P34),35.657,-109.061,Window Rock,AZ,86515,1.11675505536
KSAD,Safford Municipal,32.85,-109.64,Safford,AZ,85546,4.52006107297
KSDL,Scottsdale Muni,33.61,-111.91,Scottsdale,AZ,85260,1.35250078981
KSJN,St. Johns Air Park,34.52,-109.38,Saint Johns,AZ,85936,2.96327836455
KSOW,Show Low Municipal,34.28,-110.0,Show Low,AZ,85901,2.18067006601
KTUS,Tucson Intl Airport,32.12,-110.93,Tucson,AZ,85706,0.666107321818
KWTR,Whiteriver Airport,41.4,-104.867,Cheyenne,WY,82009,8.61090446864
KYUM,Yuma,32.667,-114.6,Yuma,AZ,85364,3.7422872676
TBPB,Grantley Adams,13.067,-59.483,Vieques,PR,00765,529.15702898
MYNN,Nassau Bahamas,25.05,-77.467,Miami Beach,FL,33109,173.811643646
K3A6,Newhall,34.4,-118.6,Newhall,CA,91381,1.29180720685
K87Q,Pt Piedras(cg/Amos),35.68,-121.28,San Simeon,CA,93452,3.5548651927
K9L2,Edwards Air Force Aux No Base,34.983,-117.867,North Edwards,CA,93523,4.2706580621
KAAT,Alturas (was O00),41.491,-120.564,Alturas,CA,96101,3.77288090327
KACV,Arcata/Eureka Airport,40.99,-124.1,Mckinleyville,CA,95519,2.31533590582
KAPC,Napa Co. Airport,38.21,-122.28,American Canyon,CA,94589,4.30643235237
KAUN,Auburn Muni Airport,38.955,-121.082,Auburn,CA,95602,1.59131992777
KAVX,"Avalon, Catalina Airport",33.41,-118.42,Avalon,CA,90704,2.93539176637
KBAB,Beale AFB/Marysville,39.14,-121.44,Beale Afb,CA,95903,4.0628448287
KBFL,Bakersfield/Meadows,35.43,-119.05,,CA,933HH,3.39883992956
KBIH,Bishop Airport,37.37,-118.37,Toms Place,CA,93514,6.13955677123
KBLH,Blythe Airport,33.62,-114.72,Lost Lake,CA,92225,5.83615998381
KBLU,Blue Canyon (amos),39.29,-120.7,Emigrant Gap,CA,95715,0.924925975316
KBNY,Burney,40.883,-121.667,Burney,CA,96013,3.12763193468
KBUR,Burbank/Glendale,34.2,-118.36,Burbank,CA,91504,1.72045999493
KCCR,Concord/Buchanan,37.98,-122.05,Concord,CA,94520,0.703156963021
KCEC,Crescent City,41.79,-124.24,Crescent City,CA,95531,3.7929745427
KCIC,Chico Municipal,39.79,-121.85,Chico,CA,95973,1.58216208222
KCMA,Camarillo (awos),34.21,-119.09,Camarillo,CA,93010,2.61323242099
KCNO,Chino Airport,33.97,-117.64,Chino,CA,91710,4.17700534157
KCQT,Los Angeles Downtown/Usc,34.02,-118.28,Los Angeles,CA,90007,0.475436417834
KCRQ,Carlsbad/Palomar,33.14,-117.28,Carlsbad,CA,92008,2.96528705226
KCZZ,Campo (awrs),32.62,-116.47,Campo,CA,91906,3.07425417264
KDAG,Barstow-Daggett,34.88,-116.78,Yermo,CA,92398,3.99207146053
KEDW,Edwards AFB,34.91,-117.87,North Edwards,CA,93523,9.30803820091
KEED,Needles Airport,34.78,-114.62,Needles,CA,92363,2.01957597301
KEKA,Eureka,40.8,-124.167,Eureka,CA,95501,0.533803521766
KEMT,El Monte,34.09,-118.03,,CA,910HH,0.962909956322
KFAT,Fresno Air Terminal,36.78,-119.72,Fresno,CA,93727,2.24735178013
KFUL,Fullerton Municipal,33.87,-117.98,Buena Park,CA,90621,0.896939698006
KHHR,Hawthorne Municipal,33.93,-118.34,Inglewood,CA,90303,0.514926430081
KHJO,Hanford,36.318,-119.629,Hanford,CA,93230,1.09328865511
KHWD,Hayward Air Term,37.66,-122.12,San Lorenzo,CA,94580,1.43845211148
KIPL,Imperial,32.84,-115.57,Imperial,CA,92251,1.46179508333
KIYK,Inyokern,35.66,-117.83,Pearsonville,CA,93527,6.24357650966
KIZA,Santa Ynez Airport,34.6,-120.067,Santa Ynez,CA,93460,1.86136641027
KLAX,Los Angeles Intl Airport,33.94,-118.4,El Segundo,CA,90245,1.37856074406
KLGB,Long Beach Airport,33.83,-118.15,Lakewood,CA,90712,1.52863171708
KLPC,Lompoc (awos),34.67,-120.47,Lompoc,CA,93436,2.46606544633
KLVK,Livermore Municipal,37.7,-121.82,Pleasanton,CA,94566,3.99890272552
KMAE,Madera Municipal Airport,36.99,-120.11,Madera,CA,93637,5.83554779435
KMCC,McClellan Airfield,38.667,-121.4,North Highlands,CA,95660,1.4121685444
KMCE,Merced/Macready Fld,37.29,-120.52,Red Top,CA,95340,2.50835124853
KMHR,Mather Field,38.58,-121.3,Sacramento,CA,95827,1.64762541743
KMHS,Mount Shasta (amos),41.33,-122.32,Mount Shasta,CA,96067,0.939762529021
KMHV,Mojave,35.07,-118.16,Mojave,CA,93501,1.70493438489
KMMH,Mammoth/June Lakes,37.64,-118.92,Crowley Lake,CA,93546,3.37896334718
KMOD,Modesto City/Sham,37.63,-120.95,Modesto,CA,95354,1.9423744676
KMRY,Monterey Peninsula,36.59,-121.84,Sand City,CA,93955,1.80830335186
KMWS,Mount Wilson,34.233,-118.067,,CA,910XX,1.47923948766
KMYF,San Diego/Montg,32.83,-117.13,San Diego,CA,92123,1.84289931468
KMYV,Marysville/Yuba Co.,39.11,-121.57,Olivehurst,CA,95961,1.73572174706
KNFG,Camp Pendleton Mcas,33.3,-117.35,Oceanside,CA,92057,5.0502211631
KNID,China Lake (naf),35.69,-117.68,China Lake Nwc,CA,93555,6.27506719453
KNJK,El Centro Naf,32.83,-115.68,Seeley,CA,92273,2.66853777595
KNKX,Miramar Nas,32.88,-117.15,San Diego,CA,92126,2.42774520163
KNLC,Lemoore Nas/Reeves,36.3,-119.9,Lemoore Naval Ai,CA,93245,5.43779050966
KNRS,Imperial Beach/Ream,32.58,-117.12,Imperial Beach,CA,91932,0.172754911146
KNSI,San Nicolas Island,33.26,-119.45,,CA,907XX,57.6061459554
KNTD,Pt Mugu Naws,34.12,-119.12,Oxnard,CA,93033,4.00571285084
KNUC,Naval Auxiliary Landing Field,33.03,-118.58,,CA,907XX,6.61931408026
KNUQ,Moffett Nas/Mtn Vie,37.43,-122.05,Mountain View,CA,94043,2.09644629673
KNXP,Twentynine Palms,34.3,-116.17,Twentynine Palms,CA,92278,4.73648178729
KNZY,North Island Nas,32.71,-117.2,,CA,921HH,0.673358129146
KO87,Shelter Cove,40.04,-124.07,Whitethorn,CA,95589,2.48763657293
KOAK,Oakland,37.7,-122.22,Alameda,CA,94502,2.60382532058
KOKB,Oceanside Municipal (was L32),33.219,-117.349,Oceanside,CA,92054,1.32977305037
KONT,Ontario Intl Arpt,34.06,-117.6,Guasti,CA,91743,0.811838684085
KOVE,Oroville,39.49,-121.62,Pulga,CA,95965,5.01432061585
KOXR,Oxnard,34.21,-119.2,Oxnard,CA,93030,1.40728402381
KPAO,Palo Alto Airport,37.48,-122.12,East Palo Alto,CA,94303,2.12059667951
